10,"※大項目","地域コード","地域識別コード","境域年次(2010)","境域年次(2000)","","人口　平成22年　(a)","人口　平成17年（組替） 2)","平成17年〜22年の人口増減数 2)","平成17年〜22年の人口増減率（％） 2)","面積（km2）　(b) 1)2)","人口密度"
1630,"","15385","9","","2000","　　(旧 381 津川町)",4557,4953,-396,-7.9951544518,84.19,54.1
1631,"","15385","9","","2000","　　(旧 382 鹿瀬町)",2275,2581,-306,-11.8558698179,257.69,8.8
1632,"","15385","9","","2000","　　(旧 383 上川村)",2827,3182,-355,-11.1565053426,361.13,7.8
1633,"","15385","9","","2000","　　(旧 384 三川村)",3644,3987,-343,-8.6029596188,249.87,14.6
1634,"","15400","c","2010","2000","三島郡",4907,5338,-431,-8.0741850880,44.38,110.6
1635,"","15405","3","2010","2000","出雲崎町",4907,5338,-431,-8.0741850880,44.38,110.6
1636,"","15460","c","2010","2000","南魚沼郡",8396,8713,-317,-3.6382417078,357.00,23.5
1637,"","15461","3","2010","2000","湯沢町",8396,8713,-317,-3.6382417078,357.00,23.5
1638,"","15480","c","2010","2000","中魚沼郡",10881,11719,-838,-7.1507807833,170.28,63.9
1639,"","15482","3","2010","2000","津南町",10881,11719,-838,-7.1507807833,170.28,63.9
1640,"","15500","c","2010","2000","刈羽郡",4800,4806,-6,-0.1248439451,26.28,182.6
1641,"","15504","3","2010","2000","刈羽村",4800,4806,-6,-0.1248439451,26.28,182.6
1642,"","15580","c","2010","2000","岩船郡",6804,7457,-653,-8.7568727370,309.47,22.0
1643,"","15581","3","2010","2000","関川村",6438,7019,-581,-8.2775324120,299.61,21.5
1644,"","15586","3","2010","2000","粟島浦村",366,438,-72,-16.4383561644,9.86,37.1
1645,"","16000","a","2010","2000","富山県",1093247,1111729,-18482,-1.6624555085,4247.61,257.4
1646,"","16001","b","2010","2000","富山県 市部",1000016,1015301,-15285,-1.5054648818,3402.45,293.9
1647,"","16002","b","2010","2000","富山県 郡部",93231,96428,-3197,-3.3154270544,845.16,110.3
1648,"","16201","2","2010","","富山市",421953,421239,714,0.1694999751,1241.85,339.8
1649,"","16201","9","","2000","　　(旧 201 富山市)",324372,325347,-975,-0.2996800339,208.81,1553.4
1650,"","16201","9","","2000","　　(旧 301 大沢野町)",22244,22631,-387,-1.7100437453,74.66,297.9
1651,"","16201","9","","2000","　　(旧 302 大山町)",11034,11355,-321,-2.8269484808,572.32,19.3
1652,"","16201","9","","2000","　　(旧 361 八尾町)",21018,21811,-793,-3.6357801110,236.86,88.7
1653,"","16201","9","","2000","　　(旧 362 婦中町)",39973,36448,3525,9.6713125549,68.04,587.5
1654,"","16201","9","","2000","　　(旧 363 山田村)",1789,1962,-173,-8.8175331295,40.92,43.7
1655,"","16201","9","","2000","　　(旧 364 細入村)",1523,1685,-162,-9.6142433234,40.24,37.8
1656,"","16202","2","2010","","高岡市",176061,181229,-5168,-2.8516407418,209.42,840.7
1657,"","16202","9","","2000","　　(旧 202 高岡市)",162911,167685,-4774,-2.8470048007,150.55,1082.1
1658,"","16202","9","","2000","　　(旧 422 福岡町)",13150,13544,-394,-2.9090372120,58.76,223.8
1659,"","16204","2","2010","2000","魚津市",44959,46331,-1372,-2.9613002094,200.63,224.1
1660,"","16205","2","2010","2000","氷見市",51726,54495,-2769,-5.0812001101,230.49,224.4
1661,"","16206","2","2010","2000","滑川市",33676,34002,-326,-0.9587671313,54.61,616.7
1662,"","16207","2","2010","","黒部市",41852,42694,-842,-1.9721740760,426.34,98.2
1663,"","16207","9","","2000","　　(旧 207 黒部市)",36039,36543,-504,-1.3791971103,86.76,415.4
1664,"","16207","9","","2000","　　(旧 341 宇奈月町)",5813,6151,-338,-5.4950414567,339.58,17.1
1665,"","16208","2","2010","","砺波市",49410,49429,-19,-0.0384389731,126.96,389.2
1666,"","16208","9","","2000","　　(旧 208 砺波市)",42937,42528,409,0.9617193378,96.22,446.2
1667,"","16208","9","","2000","　　(旧 405 庄川町)",6473,6901,-428,-6.2019997102,30.74,210.6
1668,"","16209","2","2010","2000","小矢部市",32067,33533,-1466,-4.3718128411,134.11,239.1
1669,"","16210","2","2010","","南砺市",54724,58140,-3416,-5.8754729962,668.86,81.8
1670,"","16210","9","","2000","　　(旧 401 城端町)",9185,9472,-287,-3.0299831081,64.99,141.3
1671,"","16210","9","","2000","　　(旧 402 平村)",1072,1278,-206,-16.1189358372,94.06,11.4
1672,"","16210","9","","2000","　　(旧 403 上平村)",699,790,-91,-11.5189873418,94.77,7.4
1673,"","16210","9","","2000","　　(旧 404 利賀村)",661,855,-194,-22.6900584795,177.58,3.7
1674,"","16210","9","","2000","　　(旧 406 井波町)",9198,9895,-697,-7.0439615968,26.20,351.1
1675,"","16210","9","","2000","　　(旧 407 井口村)",1216,1333,-117,-8.7771942986,11.50,105.7
1676,"","16210","9","","2000","　　(旧 408 福野町)",14145,14594,-449,-3.0766068247,31.71,446.1
1677,"","16210","9","","2000","　　(旧 421 福光町)",18548,19923,-1375,-6.9015710485,168.05,110.4
1678,"","16211","2","2010","","射水市",93588,94209,-621,-0.6591726905,109.18,857.2
1679,"","16211","9","","2000","　　(旧 203 新湊市)",34893,36547,-1654,-4.5256792623,32.36,1078.3
1680,"","16211","9","","2000","　　(旧 381 小杉町)",33203,32948,255,0.7739468253,41.22,805.5
1681,"","16211","9","","2000","　　(旧 382 大門町)",12887,12390,497,4.0112994350,21.77,592.0
1682,"","16211","9","","2000","　　(旧 383 下村)",1938,2019,-81,-4.0118870728,5.80,334.1
1683,"","16211","9","","2000","　　(旧 384 大島町)",10667,10305,362,3.5128578360,7.96,1340.1
1684,"","16320","c","2010","2000","中新川郡",52398,53723,-1325,-2.4663551924,547.55,95.7
1685,"","16321","3","2010","2000","舟橋村",2967,2673,294,10.9988776655,3.47,855.0
1686,"","16322","3","2010","2000","上市町",21965,23039,-1074,-4.6616606624,236.77,92.8
1687,"","16323","3","2010","2000","立山町",27466,28011,-545,-1.9456642033,307.31,89.4
1688,"","16340","c","2010","2000","下新川郡",40833,42705,-1872,-4.3835616438,297.61,137.2
1689,"","16342","3","2010","2000","入善町",27182,28005,-823,-2.9387609355,71.29,381.3
1690,"","16343","3","2010","2000","朝日町",13651,14700,-1049,-7.1360544218,226.32,60.3
1691,"","17000","a","2010","2000","石川県",1169788,1174026,-4238,-0.3609800805,4185.66,279.5
1692,"","17001","b","2010","2000","石川県 市部",963561,967438,-3877,-0.4007491953,3122.23,308.6
1693,"","17002","b","2010","2000","石川県 郡部",206227,206588,-361,-0.1747439348,1063.43,193.9
1694,"","17201","2","2010","2000","金沢市",462361,454607,7754,1.7056490551,467.77,988.4
1695,"","17202","2","2010","","七尾市",57900,61871,-3971,-6.4181926912,318.03,182.1
1696,"","17202","9","","2000","　　(旧 202 七尾市)",43264,46094,-2830,-6.1396277173,143.97,300.5
1697,"","17202","9","","2000","　　(旧 401 田鶴浜町)",5325,5712,-387,-6.7752100840,28.40,187.5
1698,"","17202","9","","2000","　　(旧 403 中島町)",6335,6892,-557,-8.0818340104,98.75,64.2
1699,"","17202","9","","2000","　　(旧 405 能登島町)",2976,3173,-197,-6.2086353609,46.73,63.7
1700,"","17203","2","2010","2000","小松市",108433,109084,-651,-0.5967877966,371.13,292.2
1701,"","17204","2","2010","","輪島市",29858,32823,-2965,-9.0332998202,426.36,70.0
1702,"","17204","9","","2000","　　(旧 204 輪島市)",23268,25301,-2033,-8.0352555235,268.67,86.6
1703,"","17204","9","","2000","　　(旧 422 門前町)",6590,7522,-932,-12.3903217229,157.54,41.8
1704,"","17205","2","2010","2000","珠洲市",16300,18050,-1750,-9.6952908587,247.20,65.9
1705,"","17206","2","2010","","加賀市",71887,74982,-3095,-4.1276573044,306.00,234.9
1706,"","17206","9","","2000","　　(旧 206 加賀市)",63276,65580,-2304,-3.5132662397,151.60,417.4
1707,"","17206","9","","2000","　　(旧 301 山中町)",8611,9402,-791,-8.4131035950,154.39,55.8
1708,"","17207","2","2010","2000","羽咋市",23032,24517,-1485,-6.0570216584,81.96,281.0
1709,"","17209","2","2010","","かほく市",34651,34847,-196,-0.5624587482,64.76,535.1
1710,"","17209","9","","2000","　　(旧 362 高松町)",10347,10668,-321,-3.0089988751,26.40,391.9
1711,"","17209","9","","2000","　　(旧 363 七塚町)",11825,11484,341,2.9693486590,6.39,1850.5
1712,"","17209","9","","2000","　　(旧 364 宇ノ気町)",12479,12695,-216,-1.7014572666,31.97,390.3
1713,"","17210","2","2010","","白山市",110459,109450,1009,0.9218821380,755.17,146.3
1714,"","17210","9","","2000","　　(旧 208 松任市)",68928,67488,1440,2.1337126600,59.93,1150.1
1715,"","17210","9","","2000","　　(旧 342 美川町)",12918,12967,-49,-0.3778823166,9.12,1416.4
1716,"","17210","9","","2000","　　(旧 343 鶴来町)",22122,21884,238,1.0875525498,35.64,620.7
1717,"","17210","9","","2000","　　(旧 345 河内村)",1065,1133,-68,-6.0017652251,74.42,14.3
1718,"","17210","9","","2000","　　(旧 346 吉野谷村)",1172,1284,-112,-8.7227414330,142.89,8.2
1719,"","17210","9","","2000","　　(旧 347 鳥越村)",2809,3002,-193,-6.4290473018,74.15,37.9
1720,"","17210","9","","2000","　　(旧 348 尾口村)",500,610,-110,-18.0327868852,137.14,3.6
1721,"","17210","9","","2000","　　(旧 349 白峰村)",945,1082,-137,-12.6617375231,221.88,4.3
1722,"","17211","2","2010","","能美市",48680,47207,1473,3.1202999555,83.85,580.6
1723,"","17211","9","","2000","　　(旧 321 根上町)",16068,16107,-39,-0.2421307506,13.57,1184.1
1724,"","17211","9","","2000","　　(旧 322 寺井町)",16967,15995,972,6.0768990309,13.15,1290.3
1725,"","17211","9","","2000","　　(旧 323 辰口町)",15645,15105,540,3.5749751738,57.13,273.8
1726,"","17320","c","2010","2000","能美郡",6147,5677,470,8.2790206095,14.76,416.5
1727,"","17324","3","2010","2000","川北町",6147,5677,470,8.2790206095,14.76,416.5
1728,"","17340","c","2010","2000","石川郡",51885,47977,3908,8.1455697522,13.56,3826.3
1729,"","17344","3","2010","2000","野々市町",51885,47977,3908,8.1455697522,13.56,3826.3
1730,"","17360","c","2010","2000","河北郡",63867,62608,1259,2.0109251214,130.82,488.2
1731,"","17361","3","2010","2000","津幡町",36940,35712,1228,3.4386200717,110.44,334.5
1732,"","17365","3","2010","2000","内灘町",26927,26896,31,0.1152587745,20.38,1321.2
1733,"","17380","c","2010","2000","羽咋郡",36493,39026,-2533,-6.4905447650,358.23,101.9
1734,"","17384","3","2010","","志賀町",22216,23790,-1574,-6.6162253047,246.55,90.1
1735,"","17384","9","","2000","　　(旧 382 富来町)",8063,8977,-914,-10.1815751365,123.47,65.3
1736,"","17384","9","","2000","　　(旧 384 志賀町)",14153,14813,-660,-4.4555458044,123.08,115.0
1737,"","17386","3","2010","","宝達志水町",14277,15236,-959,-6.2943029667,111.68,127.8
1738,"","17386","9","","2000","　　(旧 383 志雄町)",6334,6834,-500,-7.3163593796,58.26,108.7
1739,"","17386","9","","2000","　　(旧 385 押水町)",7943,8402,-459,-5.4629850036,53.42,148.7
1740,"","17400","c","2010","2000","鹿島郡",18535,18959,-424,-2.2364048737,89.36,207.4
1741,"","17407","3","2010","","中能登町",18535,18959,-424,-2.2364048737,89.36,207.4
1742,"","17407","9","","2000","　　(旧 402 鳥屋町)",5442,5578,-136,-2.4381498745,27.00,201.6
1743,"","17407","9","","2000","　　(旧 404 鹿島町)",8419,8480,-61,-0.7193396226,47.58,176.9
1744,"","17407","9","","2000","　　(旧 406 鹿西町)",4674,4901,-227,-4.6317078147,14.78,316.2
1745,"","17460","c","2010","2000","鳳珠郡",29300,32341,-3041,-9.4029250796,456.70,64.2
1746,"","17461","3","2010","","穴水町",9735,10549,-814,-7.7163712200,183.24,53.1
1747,"","17461","9","","2000","　　(旧 421 穴水町)",9735,10549,-814,-7.7163712200,183.21,53.1
1748,"","17463","3","2010","","能登町",19565,21792,-2227,-10.2193465492,273.46,71.5
1749,"","17463","9","","2000","　　(旧 423 能都町)",9217,10312,-1095,-10.6186966641,115.46,79.8
1750,"","17463","9","","2000","　　(旧 424 柳田村)",3802,4176,-374,-8.9559386973,104.14,36.5
1751,"","17463","9","","2000","　　(旧 441 内浦町)",6546,7304,-758,-10.3778751369,53.81,121.7
1752,"","18000","a","2010","2000","福井県",806314,821592,-15278,-1.8595604631,4189.83,192.4
1753,"","18001","b","2010","2000","福井県 市部",701606,712504,-10898,-1.5295352728,2788.64,251.6
1754,"","18002","b","2010","2000","福井県 郡部",104708,109088,-4380,-4.0151070695,1401.19,74.7
1755,"","18201","2","2010","","福井市",266796,269144,-2348,-0.8723954463,536.19,497.6
1756,"","18201","9","","2000","　　(旧 201 福井市)",250756,252220,-1464,-0.5804456427,340.60,736.2
1757,"","18201","9","","2000","　　(旧 302 美山町)",4531,4942,-411,-8.3164710643,137.73,32.9
1758,"","18201","9","","2000","　　(旧 424 越廼村)",1487,1629,-142,-8.7170042971,15.35,96.9
1759,"","18201","9","","2000","　　(旧 426 清水町)",10022,10353,-331,-3.1971409253,42.49,235.9
1760,"","18202","2","2010","2000","敦賀市",67760,68402,-642,-0.9385690477,251.20,269.7
1761,"","18204","2","2010","2000","小浜市",31340,32182,-842,-2.6163693990,232.87,134.6
1762,"","18205","2","2010","","大野市",35291,37843,-2552,-6.7436514018,872.30,40.5
1763,"","18205","9","","2000","　　(旧 205 大野市)",34750,37174,-2424,-6.5206865013,539.92,64.4
1764,"","18205","9","","2000","　　(旧 342 和泉村)",541,669,-128,-19.1330343797,332.38,1.6
1765,"","18206","2","2010","2000","勝山市",25466,26961,-1495,-5.5450465487,253.68,100.4
1766,"","18207","2","2010","2000","鯖江市",67450,66831,619,0.9262168754,84.75,795.9
1767,"","18208","2","2010","","あわら市",29989,31081,-1092,-3.5134004697,116.99,256.3
1768,"","18208","9","","2000","　　(旧 362 芦原町)",12672,13373,-701,-5.2419053316,37.91,334.3
1769,"","18208","9","","2000","　　(旧 363 金津町)",17317,17708,-391,-2.2080415631,79.08,219.0
1770,"","18209","2","2010","","越前市",85614,87742,-2128,-2.4252923343,230.75,371.0
1771,"","18209","9","","2000","　　(旧 203 武生市)",73084,74576,-1492,-2.0006436387,185.32,394.4
1772,"","18209","9","","2000","　　(旧 381 今立町)",12530,13166,-636,-4.8306243354,45.43,275.8
1773,"","18210","2","2010","","坂井市",91900,92318,-418,-0.4527827726,209.91,437.8
1774,"","18210","9","","2000","　　(旧 361 三国町)",22003,22936,-933,-4.0678409487,46.42,474.0
1775,"","18210","9","","2000","　　(旧 364 丸岡町)",32452,32461,-9,-0.0277255784,107.36,302.3
1776,"","18210","9","","2000","　　(旧 365 春江町)",24502,23968,534,2.2279706275,24.43,1002.9
1777,"","18210","9","","2000","　　(旧 366 坂井町)",12943,12953,-10,-0.0772021925,31.70,408.3
1778,"","18320","c","2010","2000","吉田郡",20647,20764,-117,-0.5634752456,94.34,218.9
1779,"","18322","3","2010","","永平寺町",20647,20764,-117,-0.5634752456,94.34,218.9
1780,"","18322","9","","2000","　　(旧 321 松岡町)",11158,10965,193,1.7601459188,18.59,600.2
1781,"","18322","9","","2000","　　(旧 322 永平寺町)",6188,6385,-197,-3.0853563038,50.40,122.8
1782,"","18322","9","","2000","　　(旧 323 上志比村)",3301,3414,-113,-3.3099004101,25.35,130.2
1783,"","18380","c","2010","2000","今立郡",3046,3405,-359,-10.5433186490,194.72,15.6
1784,"","18382","3","2010","2000","池田町",3046,3405,-359,-10.5433186490,194.72,15.6
1785,"","18400","c","2010","2000","南条郡",11551,12274,-723,-5.8905002444,343.84,33.6
1786,"","18404","3","2010","","南越前町",11551,12274,-723,-5.8905002444,343.84,33.6
1787,"","18404","9","","2000","　　(旧 401 南条町)",5457,5686,-229,-4.0274358072,53.06,102.8
1788,"","18404","9","","2000","　　(旧 402 今庄町)",4260,4524,-264,-5.8355437666,241.30,17.7
1789,"","18404","9","","2000","　　(旧 403 河野村)",1834,2064,-230,-11.1434108527,49.48,37.1
1790,"","18420","c","2010","2000","丹生郡",23160,23995,-835,-3.4798916441,152.96,151.4
1791,"","18423","3","2010","","越前町",23160,23995,-835,-3.4798916441,152.96,151.4
1792,"","18423","9","","2000","　　(旧 421 朝日町)",9375,9387,-12,-0.1278363694,45.47,206.2
1793,"","18423","9","","2000","　　(旧 422 宮崎村)",3899,3932,-33,-0.8392675483,33.06,117.9
1794,"","18423","9","","2000","　　(旧 423 越前町)",5117,5595,-478,-8.5433422699,35.08,145.9
1795,"","18423","9","","2000","　　(旧 425 織田町)",4769,5081,-312,-6.1405235190,39.22,121.6
1796,"","18440","c","2010","2000","三方郡",10563,11023,-460,-4.1730926245,152.32,69.3
1797,"","18442","3","2010","2000","美浜町",10563,11023,-460,-4.1730926245,152.32,69.3
1798,"","18480","c","2010","2000","大飯郡",19642,20847,-1205,-5.7802081834,284.36,69.1
1799,"","18481","3","2010","2000","高浜町",11062,11630,-568,-4.8839208942,72.15,153.3
1800,"","18483","3","2010","","おおい町",8580,9217,-637,-6.9111424542,212.21,40.4
1801,"","18483","9","","2000","　　(旧 462 名田庄村)",2534,2747,-213,-7.7539133600,143.83,17.6
1802,"","18483","9","","2000","　　(旧 482 大飯町)",6046,6470,-424,-6.5533230294,68.09,88.8
1803,"","18500","c","2010","2000","三方上中郡",16099,16780,-681,-4.0584028605,178.65,90.1
1804,"","18501","3","2010","","若狭町",16099,16780,-681,-4.0584028605,178.65,90.1
1805,"","18501","9","","2000","　　(旧 441 三方町)",8274,8632,-358,-4.1473586654,96.57,85.7
1806,"","18501","9","","2000","　　(旧 461 上中町)",7825,8148,-323,-3.9641629848,82.08,95.3
1807,"","19000","a","2010","2000","山梨県",863075,884515,-21440,-2.4239272370,4465.37,193.3
1808,"","19001","b","2010","2000","山梨県 市部",736930,753581,-16651,-2.2095833096,2817.01,261.6
1809,"","19002","b","2010","2000","山梨県 郡部",126145,130934,-4789,-3.6575679350,1648.36,76.5
1810,"","19201","2","2010","","甲府市",198992,200096,-1104,-0.5517351671,212.41,936.8
1811,"","19201","9","","2000","　　(旧 201 甲府市)",193403,194244,-841,-0.4329606062,171.88,1125.2
1812,"","19201","9","","2000","　　(旧 326 中道町)",5302,5505,-203,-3.6875567666,21.02,252.2
1813,"","19201","9","","2000","　　(旧 341 上九一色村（北部）)",287,347,-60,-17.2910662824,19.51,14.7
1814,"","19202","2","2010","2000","富士吉田市",50619,52572,-1953,-3.7149052728,121.83,415.5
